id,station_name,ev_network,city,state,zip,street_address,latitude,longitude,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_pricing,access_days_time,access_code,date_last_confirmed,updated_at,open_date,geocode_status
252855,IKEA USA SAN DIEGO 2,ChargePoint Network,San Diego,CA,92108,2149 Fenton Pkwy,32.780832,-117.12637,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T02:05:32Z,2023-02-01,GPS
252857,IKEA USA SAN DIEGO 1,ChargePoint Network,San Diego,CA,92108,2149 Fenton Pkwy,32.780766,-117.126363,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T02:05:33Z,2023-02-01,GPS
159182,UCSD CP-GRNWICH 1-2,ChargePoint Network,San Diego,CA,92122,6256 Greenwich Dr,32.852669,-117.183176,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:20:45Z,2020-06-12,GPS
176748,UCSD CP-GRNWICH 1-1,ChargePoint Network,San Diego,CA,92122,6256 Greenwich Dr,32.852588,-117.183546,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:20:45Z,2021-01-27,GPS
299276,NRTOYOTA TOYOTA SD 1,ChargePoint Network,San Diego,CA,92120,5910 Mission Gorge Rd,32.782905,-117.100553,"CHADEMO,J1772COMBO",1.0,,,,Mon: 9:00am-7:00pm; Tue: 9:00am-7:00pm; Wed: 9:00am-7:00pm; Thu: 9:00am-7:00pm; Fri: 9:00am-7:00pm; Sat: 9:00am-7:00pm; Sun: 9:00am-7:00pm,public,2025-11-08,2025-11-08T02:22:26Z,2023-06-29,GPS
228233,SDGE Innovation Center,eVgo Network,San Diego,CA,92117,4760 Clairemont Mesa Blvd,32.834693,-117.18803,"CHADEMO,J1772,J1772COMBO",2.0,,1.0,,24 hours daily,public,2025-11-07,2025-11-07T23:58:06Z,2018-03-07,GPS
166894,NORTHSTAR MGMT SHOREHAM 2,ChargePoint Network,San Diego,CA,92122,5075 Shoreham Pl,32.85308,-117.18448,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:41:16Z,2020-09-17,GPS
181271,NORTHSTAR MGMT SHOREHAM 1,ChargePoint Network,San Diego,CA,92122,5075 Shoreham Pl,32.853085,-117.18451,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:41:22Z,2021-01-27,GPS
374230,RIO SAN DIEGOII STATION1,ChargePoint Network,San Diego,CA,92108,2275 Rio Bonito Way,32.777295,-117.136756,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:57:11Z,2024-12-20,GPS
374229,RIO SAN DIEGOII STATION 2,ChargePoint Network,San Diego,CA,92108,2275 Rio Bonito Way,32.77727,-117.136784,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:57:09Z,2024-12-20,GPS
388986,MARQUEE ASSOCIA MARQUEE GUEST,ChargePoint Network,San Diego,CA,92108,3131 Camino Del Rio N,32.775533,-117.125796,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:47:37Z,2025-04-01,GPS
434846,CRR 9959 -EV#15,ChargePoint Network,San Diego,CA,92108,9959 Rio San Diego Dr Parking# C370,32.77572,-117.132391,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T03:12:00Z,2025-10-26,GPS
179622,IRVINE  CO  OFC CENTERSIDE 04,ChargePoint Network,San Diego,CA,92108,3131 Camino del Rio North,32.775227,-117.125646,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T00:50:26Z,2021-01-27,GPS
434847,CRR 9959 -EV#16,ChargePoint Network,San Diego,CA,92108,9939-69 Rio San Diego Dr Parking# C371,32.775711,-117.132416,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T03:12:00Z,2025-10-26,GPS
179623,IRVINE  CO  OFC CENTERSIDE 02,ChargePoint Network,San Diego,CA,92108,3131 Camino del Rio North,32.77518,-117.125716,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T00:50:25Z,2021-01-27,GPS
161186,IRVINE  CO  OFC CENTERSIDE 01,ChargePoint Network,San Diego,CA,92108,3131 Camino del Rio North,32.775173,-117.126027,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T00:50:27Z,2020-06-12,GPS
346459,UCSD - Trade Street,POWERFLEX,San Diego,CA,92121,7835 Trade St,32.88921,-117.151753,J1772,,,10.0,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",24 hours daily; PowerFlex App,public,2024-08-15,2025-10-14T17:17:20Z,2024-04-09,GPS
160259,CIVITA CHARGERS CIVITA BLVD 6,ChargePoint Network,San Diego,CA,92108,7894 Civita Blvd,32.777482,-117.148175,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:35Z,2020-06-12,GPS
178709,CIVITA CHARGERS CIVITA BLVD 7,ChargePoint Network,San Diego,CA,92108,7894 Civita Blvd,32.776779,-117.147778,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:30Z,2021-01-27,GPS
310557,CIVITA CHARGERS CIVITA BLVD,ChargePoint Network,San Diego,CA,92108,7882 Civita Blvd,32.777584,-117.150822,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:35Z,2023-09-14,GPS
310556,CIVITA CHARGERS CIVITA BLVD 8,ChargePoint Network,San Diego,CA,92108,7882 Civita Blvd,32.777572,-117.150822,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:32Z,2023-09-14,GPS
160260,CIVITA CHARGERS CIVITA BLVD 1,ChargePoint Network,San Diego,CA,92108,7840 Civita Blvd,32.77728,-117.150796,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:35Z,2020-06-12,GPS
178711,CIVITA CHARGERS CIVITA BLVD 2,ChargePoint Network,San Diego,CA,92108,7840 Civita Blvd,32.777255,-117.150838,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:32Z,2021-01-27,GPS
216372,Dave and Busters 2931 Camino Del Rio North,SHELL_RECHARGE,San Diego,CA,92108,2931 Camino Del Rio North,32.772662,-117.132085,J1772,,,2.0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,public,2025-11-08,2025-11-08T03:40:23Z,2022-04-25,GPS
178725,CIVITA CHARGERS WESTSIDE 3,ChargePoint Network,San Diego,CA,92108,7860 Westside Dr,32.77628,-117.151232,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:30Z,2021-01-27,GPS
160263,CIVITA CHARGERS WESTSIDE 1,ChargePoint Network,San Diego,CA,92108,7860 Westside Dr,32.776229,-117.151084,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:34Z,2020-06-12,GPS
178724,CIVITA CHARGERS WESTSIDE 2,ChargePoint Network,San Diego,CA,92108,7860 Westside Dr,32.776233,-117.151199,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:03:32Z,2021-01-27,GPS
398454,9530 Cabot Drive,RIVIAN_WAYPOINTS,San Diego,CA,92126,9530 Cabot Drive,32.8941583,-117.1448353,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T04:06:23Z,2024-09-14,GPS
373931,HGFMV 7470 MVR,ChargePoint Network,San Diego,CA,92108,7470 Mission Valley Rd,32.780115,-117.161649,J1772,,,2.0,,Mon: 5:00am-5:00pm; Tue: 5:00am-5:00pm; Wed: 5:00am-5:00pm; Thu: 5:00am-5:00pm; Fri: 5:00am-5:00pm,public,2025-11-08,2025-11-08T02:50:11Z,2024-12-17,GPS
179120,SHS MISSION VAL STATION 2,ChargePoint Network,San Diego,CA,92108,2401 Camino Del Rio N,32.771734,-117.137836,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T00:58:18Z,2021-01-27,GPS
160539,SHS MISSION VAL STATION 1,ChargePoint Network,San Diego,CA,92108,2401 Camino Del Rio N,32.771726,-117.137797,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T00:59:08Z,2020-06-12,GPS
198024,Mission Valley Office Complex,EV Connect,San Diego,CA,92108,7575 Metropolitan Dr,32.776545,-117.157709,J1772,,,22.0,,24 hours daily,public,2025-11-08,2025-11-08T03:58:14Z,2021-10-19,GPS
151239,Friars Mission Center,SHELL_RECHARGE,San Diego,CA,92108,5604-5698 Mission Center Rd,32.775249,-117.155596,J1772,,,1.0,,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,public,2025-11-08,2025-11-08T03:40:39Z,2017-07-12,GPS
373932,HGFMV 7420 MVR,ChargePoint Network,San Diego,CA,92108,7420 Mission Valley Rd,32.777168,-117.161153,J1772,,,2.0,,Mon: 5:00am-5:00pm; Tue: 5:00am-5:00pm; Wed: 5:00am-5:00pm; Thu: 5:00am-5:00pm; Fri: 5:00am-5:00pm,public,2025-11-08,2025-11-08T02:50:15Z,2024-12-17,GPS
371387,APCD STATION 4,ChargePoint Network,San Diego,CA,92131,10124 Old Grove Rd,32.899683,-117.108995,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T02:30:01Z,2024-11-16,GPS
333057,Pacific center,ABM,San Diego,CA,92101,1455 Frazee Rd,32.7740118,-117.1583602,J1772,,,5.0,,,public,2025-11-08,2025-11-08T04:43:18Z,2024-04-22,GPS
350061,IRVINE  CO  OFC CRTP 9450 06,ChargePoint Network,San Diego,CA,92121,9450 Carroll Park Dr,32.886712,-117.173266,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:47:03Z,2024-07-07,GPS
350060,IRVINE  CO  OFC CRTP 9450 05,ChargePoint Network,San Diego,CA,92121,9450 Carroll Park Dr,32.886685,-117.173312,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:47:03Z,2024-07-07,GPS
350059,IRVINE  CO  OFC CRTP 9450 04,ChargePoint Network,San Diego,CA,92121,9450 Carroll Park Dr,32.88666,-117.17335,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:47:03Z,2024-07-07,GPS
177406,IRVINE  CO  OFC CRTP 9450 03,ChargePoint Network,San Diego,CA,92121,9450 Carroll Park Dr,32.886806,-117.173538,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T01:15:14Z,2021-01-27,GPS
159468,IRVINE  CO  OFC CRTP 9450 02,ChargePoint Network,San Diego,CA,92121,9450 Carroll Park Dr,32.886821,-117.173568,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T01:15:15Z,2020-06-12,GPS
177405,IRVINE  CO  OFC CRTP 9450 01,ChargePoint Network,San Diego,CA,92121,9450 Carroll Park Dr,32.886836,-117.1736,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T01:15:15Z,2021-01-27,GPS
159356,CSG EV SDSU PARKING 14,ChargePoint Network,San Diego,CA,92115,5625 Aztec Circle Dr,32.778065,-117.07404,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:17:13Z,2020-06-12,GPS
279331,"Mission Valley (San Diego, CA)",Electrify America,San Diego,CA,92108,1640 Camino Del Rio N,32.76738,-117.14993,J1772COMBO,6.0,,,,24 hours daily,public,2025-11-08,2025-11-08T03:46:21Z,2023-06-22,GPS
95536,Hazard Center,Blink Network,San Diego,CA,92108,7510 Hazard Center Drive,32.770343,-117.159027,J1772,,,3.0,Free,24 hours daily,public,2025-11-08,2025-11-08T00:39:06Z,2013-02-15,GPS
416907,Vons San Diego #2358,eVgo Network,San Diego,CA,92116,3610 Adams Ave,32.7635732,-117.1150302,"CHADEMO,J1772COMBO",6.0,,,,24 hours daily,public,2025-11-07,2025-11-08T00:00:26Z,2025-07-25,GPS
159673,NATIONAL UNIV 9980 CARROLL,ChargePoint Network,San Diego,CA,92131,9980 Carroll Canyon Rd,32.904489,-117.112378,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T01:12:28Z,2020-06-12,GPS
158237,CSG EV SDSU P12 LOWER,ChargePoint Network,San Diego,CA,92182,5600 Canyon Crest Dr,32.775169,-117.074793,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:17:37Z,2020-05-30,GPS
175752,CSG EV SDSU P12 UPPER,ChargePoint Network,San Diego,CA,92182,5600 Canyon Crest Dr,32.775158,-117.074797,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:33:08Z,2021-01-27,GPS
346339,CSG EV SDSU ARC S. PKG,ChargePoint Network,San Diego,CA,92182,5301 55th St,32.773862,-117.075838,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:16:36Z,2024-05-16,GPS
238875,CSG EV SDSU ARC ADA PK,ChargePoint Network,San Diego,CA,92182,5301 55th St,32.773774,-117.075868,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:16:36Z,2022-12-29,GPS
96117,Miramar College - Parking Structure - 1st Floor,Blink Network,San Diego,CA,92126,10440 Black Mountain Road,32.906289,-117.120996,J1772,,,6.0,Free,24 hours daily,public,2025-11-08,2025-11-08T00:12:12Z,2012-04-01,GPS
159259,CSG EV SDSU LOT 7.2,ChargePoint Network,San Diego,CA,92182,5300 Aztec Walk,32.772514,-117.077711,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:19:12Z,2020-06-12,GPS
373032,Sheraton Mission Valley San Diego,eVgo Network,San Diego,CA,92108,1435 Camino Del Rio S,32.76506,-117.15005,"CHADEMO,J1772COMBO",4.0,,,,24 hours daily,public,2025-11-07,2025-11-07T23:57:00Z,2024-12-14,GPS
228220,Sheraton Mission Valley,eVgo Network,San Diego,CA,92108,1433 Camino del Rio S,32.765028,-117.1502275,"CHADEMO,J1772COMBO",2.0,,,,24 hours daily,public,2025-11-07,2025-11-07T23:58:02Z,2019-07-18,GPS
158825,CSG EV SDSU LOT 7.3,ChargePoint Network,San Diego,CA,92115,5300 Aztec Walk,32.772206,-117.077264,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:28:26Z,2020-06-12,GPS
159260,CSG EV SDSU LOT 7,ChargePoint Network,San Diego,CA,92182,5200 55th St,32.772122,-117.076987,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:19:12Z,2020-06-12,GPS
143940,Fashion Valley Mall – North,Electrify America,San Diego,CA,92108,7007 Friars Road,32.76931,-117.16372,"CHADEMO,J1772,J1772COMBO",3.0,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T03:48:38Z,2019-08-21,GPS
228239,Fashion Valley Mall,eVgo Network,San Diego,CA,92108,7007 Friars Rd,32.76803,-117.16391,"CHADEMO,J1772,J1772COMBO",2.0,,1.0,,24 hours daily,public,2025-11-07,2025-11-07T23:58:07Z,2018-03-07,GPS
279398,Fashion Valley Mall – South,Electrify America,San Diego,CA,92108,7007 Friars Road,32.76783,-117.16438,J1772COMBO,20.0,,,,24 hours daily,public,2025-11-08,2025-11-08T03:47:15Z,2023-06-22,GPS
323899,CSG EV SDSU LOT 1,ChargePoint Network,San Diego,CA,92115,5373-5399 College Ave,32.775777,-117.067161,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:37:29Z,2024-01-05,GPS
168228,CSG EV SDSU SSE ADA,ChargePoint Network,San Diego,CA,92182,6065 Aztec Circle Dr,32.774689,-117.068641,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:41:37Z,2020-11-10,GPS
258227,TOWNCHARGERS STATION 4,ChargePoint Network,San Diego,CA,92108,588 Camino Del Rio N,32.76542,-117.16009,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:14:13Z,2023-04-07,GPS
258226,TOWNCHARGERS STATION 3,ChargePoint Network,San Diego,CA,92108,588 Camino Del Rio N,32.765423,-117.160126,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:13:02Z,2023-04-07,GPS
258229,TOWNCHARGERS STATION 2,ChargePoint Network,San Diego,CA,92108,588 Camino Del Rio N,32.7654,-117.16019,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:15:04Z,2023-04-07,GPS
383770,ARENA ARENA STATION 3,ChargePoint Network,San Diego,CA,92121,6154 Nancy Ridge Dr,32.888927,-117.18473,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T02:01:23Z,2025-02-08,GPS
383768,ARENA ARENA DUAL 1-2,ChargePoint Network,San Diego,CA,92121,6154 Nancy Ridge Dr,32.888901,-117.184784,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:01:23Z,2025-02-08,GPS
383769,ARENA ARENA STATION 4,ChargePoint Network,San Diego,CA,92121,6154 Nancy Ridge Dr,32.88892,-117.184819,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T02:01:23Z,2025-02-08,GPS
258228,TOWNCHARGERS STATION 1,ChargePoint Network,San Diego,CA,92108,588 Camino Del Rio N,32.764847,-117.159609,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T02:14:13Z,2023-04-07,GPS
349869,CSG EV SDSU SCP #2,ChargePoint Network,San Diego,CA,92115,5850 Lindo Paseo,32.77181,-117.07096,"CHADEMO,J1772COMBO",1.0,,,,24 hours daily,public,2025-11-08,2025-11-08T02:44:20Z,2024-07-03,GPS
349868,CSG EV SDSU SCP #1,ChargePoint Network,San Diego,CA,92115,5850 Lindo Paseo,32.77181,-117.07094,"CHADEMO,J1772COMBO",1.0,,,,24 hours daily,public,2025-11-08,2025-11-08T02:44:20Z,2024-07-03,GPS
389315,South Campus Plaza,DIRT_ROAD,San Diego,CA,92115,5850 Lindo Paseo,32.77176,-117.07074,J1772,,,8.0,,24 hours daily,public,2025-10-13,2025-10-13T20:52:30Z,2023-10-27,200-8
397763,UNIV OF SD MANCH 05,ChargePoint Network,San Diego,CA,92111,1720 Via Las Cumbres,32.776059,-117.182125,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T03:09:17Z,2025-06-05,GPS
397764,UNIV OF SD MANCH 04,ChargePoint Network,San Diego,CA,92111,1720 Via Las Cumbres,32.776056,-117.182246,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T03:09:17Z,2025-06-05,GPS
400130,UNIV OF SD MANCH 03,ChargePoint Network,San Diego,CA,92111,1720 Via Las Cumbres,32.776059,-117.18232,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T03:09:39Z,2025-06-21,GPS
397762,UNIV OF SD MANCH 02,ChargePoint Network,San Diego,CA,92111,1720 Via Las Cumbres,32.776056,-117.182434,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T03:09:16Z,2025-06-05,GPS
397765,UNIV OF SD MANCH 01,ChargePoint Network,San Diego,CA,92111,1650 Via Las Cumbres,32.775975,-117.182515,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T03:09:18Z,2025-06-05,GPS
194777,AG STATION 3,ChargePoint Network,San Diego,CA,92108,375 Camino De La Reina,32.76543,-117.163898,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:56:20Z,2021-09-01,GPS
194776,AG STATION 2,ChargePoint Network,San Diego,CA,92108,375 Camino De La Reina,32.765412,-117.164006,J1772,,,2.0,,24 hours daily,public,2025-11-08,2025-11-08T01:55:54Z,2021-09-01,GPS
159264,CSG EV SDSU LOT 2A.6,ChargePoint Network,San Diego,CA,92182,5150 East Campus Dr,32.772637,-117.068118,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T01:19:07Z,2020-06-12,GPS
176966,CSG EV SDSU LOT 2A.5,ChargePoint Network,San Diego,CA,92182,5150 East Campus Dr,32.772611,-117.068144,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T01:19:06Z,2021-01-27,GPS
176965,CSG EV SDSU LOT 2A,ChargePoint Network,San Diego,CA,92182,5150 East Campus Dr,32.772608,-117.068118,J1772,,,1.0,,24 hours daily,public,2025-11-08,2025-11-08T01:19:02Z,2021-01-27,GPS
